{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D2975', 'chicken_burger', 4, 6.99, 'extra_cheese|fries', 'BIGBITE'), 'answer': 'D2975'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D3412', 'veggie_burger', 4, 5.99, 'fries', 'BIGBITE'), 'answer': 'D3412'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D8920', 'cheeseburger', 4, 6.49, 'drink|fries', 'FREEDELIVERY'), 'answer': 'D8920'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D6507', 'classic_burger', 2, 5.49, 'fries', ''), 'answer': 'D6507'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D7536', 'classic_burger', 6, 5.49, 'drink', 'SAVE3'), 'answer': 'D7536'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D9043', 'veggie_burger', 2, 5.99, 'extra_cheese|drink|fries', 'BIGBITE'), 'answer': 'D9043'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D4560', 'veggie_burger', 6, 5.99, 'drink', 'SAVE3'), 'answer': 'D4560'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D8907', 'classic_burger', 1, 5.49, 'fries|drink|extra_cheese', 'BIGBITE'), 'answer': 'D8907'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D8389', 'chicken_burger', 4, 6.99, 'extra_cheese|drink|fries', ''), 'answer': 'D8389'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D7402', 'classic_burger', 4, 5.49, '', 'FREEDELIVERY'), 'answer': 'D7402'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D5463', 'classic_burger', 5, 5.49, 'drink|fries', 'SAVE3'), 'answer': 'D5463'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D3353', 'classic_burger', 4, 5.49, 'extra_cheese|fries|drink', ''), 'answer': 'D3353'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D8480', 'classic_burger', 2, 5.49, '', 'FREEDELIVERY'), 'answer': 'D8480'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D1638', 'veggie_burger', 4, 5.99, 'fries', 'FREEDELIVERY'), 'answer': 'D1638'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D5822', 'chicken_burger', 5, 6.99, 'fries', ''), 'answer': 'D5822'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D8306', 'veggie_burger', 1, 5.99, '', 'BIGBITE'), 'answer': 'D8306'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D5871', 'chicken_burger', 3, 6.99, 'drink|extra_cheese|fries', ''), 'answer': 'D5871'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D1839', 'cheeseburger', 6, 6.49, 'fries|drink|extra_cheese', 'SAVE3'), 'answer': 'D1839'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D6733', 'veggie_burger', 1, 5.99, 'extra_cheese', 'SAVE3'), 'answer': 'D6733'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D5152', 'chicken_burger', 1, 6.99, 'extra_cheese|fries|drink', 'BIGBITE'), 'answer': 'D5152'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D5927', 'chicken_burger', 2, 6.99, 'extra_cheese', 'BIGBITE'), 'answer': 'D5927'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D7593', 'veggie_burger', 3, 5.99, '', 'SAVE3'), 'answer': 'D7593'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D4498', 'chicken_burger', 5, 6.99, 'fries|drink', 'FREEDELIVERY'), 'answer': 'D4498'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D5030', 'chicken_burger', 4, 6.99, 'extra_cheese|drink|fries', ''), 'answer': 'D5030'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D9450', 'cheeseburger', 1, 6.49, 'drink', ''), 'answer': 'D9450'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D9911', 'chicken_burger', 5, 6.99, '', ''), 'answer': 'D9911'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D4716', 'chicken_burger', 6, 6.99, 'drink|extra_cheese|fries', 'BIGBITE'), 'answer': 'D4716'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D8482', 'chicken_burger', 3, 6.99, 'drink|fries|extra_cheese', 'FREEDELIVERY'), 'answer': 'D8482'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D3351', 'chicken_burger', 4, 6.99, 'drink|fries', 'SAVE3'), 'answer': 'D3351'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D4080', 'chicken_burger', 2, 6.99, '', 'FREEDELIVERY'), 'answer': 'D4080'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D7131', 'classic_burger', 1, 5.49, '', 'SAVE3'), 'answer': 'D7131'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D8860', 'veggie_burger', 6, 5.99, 'drink', 'BIGBITE'), 'answer': 'D8860'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D7592', 'veggie_burger', 4, 5.99, 'drink', ''), 'answer': 'D7592'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D7136', 'classic_burger', 2, 5.49, 'extra_cheese', 'SAVE3'), 'answer': 'D7136'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D5125', 'chicken_burger', 4, 6.99, 'extra_cheese|drink|fries', 'BIGBITE'), 'answer': 'D5125'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D2786', 'cheeseburger', 2, 6.49, 'fries', 'BIGBITE'), 'answer': 'D2786'}
{'name': 'Order_id', 'info': 'Return the Deliveroo order ID from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D1634', 'chicken_burger', 6, 6.99, '', 'SAVE3'), 'answer': 'D1634'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D8321', 'classic_burger', 2, 5.49, 'drink', 'BIGBITE'), 'answer': 'classic_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D8175', 'classic_burger', 5, 5.49, 'fries|drink', 'SAVE3'), 'answer': 'classic_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D9825', 'classic_burger', 4, 5.49, '', 'SAVE3'), 'answer': 'classic_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D1430', 'classic_burger', 5, 5.49, 'fries', 'SAVE3'), 'answer': 'classic_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D7332', 'cheeseburger', 1, 6.49, '', 'FREEDELIVERY'), 'answer': 'cheeseburger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D5388', 'cheeseburger', 3, 6.49, 'fries|extra_cheese', 'SAVE3'), 'answer': 'cheeseburger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D3361', 'chicken_burger', 1, 6.99, 'fries', ''), 'answer': 'chicken_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D4748', 'cheeseburger', 2, 6.49, 'fries', 'SAVE3'), 'answer': 'cheeseburger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D2335', 'chicken_burger', 6, 6.99, '', ''), 'answer': 'chicken_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D1879', 'chicken_burger', 3, 6.99, 'fries|extra_cheese', ''), 'answer': 'chicken_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D7815', 'classic_burger', 2, 5.49, 'extra_cheese|fries', 'BIGBITE'), 'answer': 'classic_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D5988', 'chicken_burger', 5, 6.99, 'extra_cheese|fries', 'BIGBITE'), 'answer': 'chicken_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D4196', 'chicken_burger', 1, 6.99, 'drink|extra_cheese|fries', 'SAVE3'), 'answer': 'chicken_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D3592', 'cheeseburger', 6, 6.49, 'drink|extra_cheese|fries', ''), 'answer': 'cheeseburger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D6389', 'classic_burger', 1, 5.49, 'extra_cheese|fries|drink', 'FREEDELIVERY'), 'answer': 'classic_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D4951', 'cheeseburger', 1, 6.49, '', ''), 'answer': 'cheeseburger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D1711', 'veggie_burger', 1, 5.99, 'extra_cheese|drink', 'BIGBITE'), 'answer': 'veggie_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D4064', 'cheeseburger', 6, 6.49, 'drink|extra_cheese', ''), 'answer': 'cheeseburger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D1568', 'chicken_burger', 1, 6.99, 'drink|fries', 'BIGBITE'), 'answer': 'chicken_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D6409', 'cheeseburger', 6, 6.49, 'fries|drink', 'BIGBITE'), 'answer': 'cheeseburger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D3985', 'chicken_burger', 4, 6.99, 'extra_cheese', ''), 'answer': 'chicken_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D9586', 'classic_burger', 1, 5.49, '', ''), 'answer': 'classic_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D6704', 'classic_burger', 2, 5.49, 'extra_cheese', 'BIGBITE'), 'answer': 'classic_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D8572', 'chicken_burger', 2, 6.99, 'fries|extra_cheese', ''), 'answer': 'chicken_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D5390', 'veggie_burger', 4, 5.99, 'fries|drink|extra_cheese', 'SAVE3'), 'answer': 'veggie_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D3119', 'chicken_burger', 5, 6.99, '', ''), 'answer': 'chicken_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D8987', 'classic_burger', 1, 5.49, 'extra_cheese', 'BIGBITE'), 'answer': 'classic_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D9733', 'cheeseburger', 6, 6.49, 'drink|fries', 'SAVE3'), 'answer': 'cheeseburger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D4957', 'veggie_burger', 3, 5.99, 'fries|drink|extra_cheese', 'SAVE3'), 'answer': 'veggie_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D1702', 'veggie_burger', 4, 5.99, 'fries|extra_cheese|drink', 'SAVE3'), 'answer': 'veggie_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D9389', 'veggie_burger', 6, 5.99, 'drink|extra_cheese', 'FREEDELIVERY'), 'answer': 'veggie_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D1624', 'cheeseburger', 2, 6.49, 'extra_cheese', 'BIGBITE'), 'answer': 'cheeseburger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D1192', 'classic_burger', 6, 5.49, 'drink|extra_cheese|fries', ''), 'answer': 'classic_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D3660', 'cheeseburger', 5, 6.49, 'fries|drink', 'FREEDELIVERY'), 'answer': 'cheeseburger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D6230', 'chicken_burger', 1, 6.99, 'drink|extra_cheese|fries', 'BIGBITE'), 'answer': 'chicken_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D6748', 'classic_burger', 1, 5.49, '', 'SAVE3'), 'answer': 'classic_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D3886', 'veggie_burger', 2, 5.99, 'fries|drink', 'FREEDELIVERY'), 'answer': 'veggie_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D5007', 'cheeseburger', 3, 6.49, 'drink', 'BIGBITE'), 'answer': 'cheeseburger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D8685', 'classic_burger', 5, 5.49, 'drink|extra_cheese', 'BIGBITE'), 'answer': 'classic_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D2445', 'chicken_burger', 2, 6.99, 'fries|drink', 'SAVE3'), 'answer': 'chicken_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D4776', 'chicken_burger', 3, 6.99, 'fries', 'SAVE3'), 'answer': 'chicken_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D8358', 'chicken_burger', 4, 6.99, 'fries|drink|extra_cheese', 'SAVE3'), 'answer': 'chicken_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D2001', 'chicken_burger', 1, 6.99, 'fries', 'BIGBITE'), 'answer': 'chicken_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D8866', 'cheeseburger', 5, 6.49, 'extra_cheese|fries|drink', 'FREEDELIVERY'), 'answer': 'cheeseburger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D2819', 'cheeseburger', 5, 6.49, 'extra_cheese|fries|drink', ''), 'answer': 'cheeseburger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D7229', 'chicken_burger', 1, 6.99, 'drink', ''), 'answer': 'chicken_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D1135', 'chicken_burger', 2, 6.99, 'fries', 'BIGBITE'), 'answer': 'chicken_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D8972', 'cheeseburger', 1, 6.49, '', 'BIGBITE'), 'answer': 'cheeseburger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D8872', 'chicken_burger', 1, 6.99, '', 'FREEDELIVERY'), 'answer': 'chicken_burger'}
{'name': 'Order_item', 'info': 'Return the item name from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D5258', 'chicken_burger', 5, 6.99, 'drink', ''), 'answer': 'chicken_burger'}
{'name': 'Order_quantity', 'info': 'Return the quantity from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D6691', 'chicken_burger', 1, 6.99, 'extra_cheese', ''), 'answer': 1}
{'name': 'Order_quantity', 'info': 'Return the quantity from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D1289', 'classic_burger', 3, 5.49, '', 'SAVE3'), 'answer': 3}
{'name': 'Order_quantity', 'info': 'Return the quantity from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D8195', 'chicken_burger', 3, 6.99, 'fries', 'BIGBITE'), 'answer': 3}
{'name': 'Order_quantity', 'info': 'Return the quantity from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D2607', 'classic_burger', 4, 5.49, 'fries', 'SAVE3'), 'answer': 4}
{'name': 'Order_quantity', 'info': 'Return the quantity from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D2428', 'classic_burger', 1, 5.49, '', ''), 'answer': 1}
{'name': 'Order_quantity', 'info': 'Return the quantity from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D8400', 'chicken_burger', 5, 6.99, '', ''), 'answer': 5}
{'name': 'Order_quantity', 'info': 'Return the quantity from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D2300', 'cheeseburger', 4, 6.49, '', 'SAVE3'), 'answer': 4}
{'name': 'Order_quantity', 'info': 'Return the quantity from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D3664', 'chicken_burger', 1, 6.99, '', 'SAVE3'), 'answer': 1}
{'name': 'Order_quantity', 'info': 'Return the quantity from one order tuple.\n\nThe order format is:\n(order_id, item, quantity, unit_price, extras, coupon)', 'payload': ('D8208', 'cheeseburger', 5, 6.49, 'drink', 'FREEDELIVERY'), 'answer': 5}
